_id,civility,howWeMet,mailing,sms,createdAt,updatedAt,cgu_accepted.cgu_last_version_accepted,cgu_accepted.accepted_when,validatedEmail,companyOrSchool,lastConnection,company.type,company.tvaNumber,email
654a667b72811d2ae603d47b,male,linkedin,FAUX,FAUX,07/10/2023,1699377261520,VRAI,1699374715701,VRAI,,,,,
654a4fc272811d2ae603d439,male,bouche à oreille,FAUX,FAUX,07/10/2023,1699450135963,VRAI,1699368897975,VRAI,,1699450135961,,,
654a473572811d2ae603d404,male,autre,FAUX,FAUX,07/10/2023,1699887590878,VRAI,1699366709586,VRAI,school,1699887590875,SAS,,
654a037e72811d2ae603d331,female,linkedin,VRAI,VRAI,07/10/2023,1699353542316,VRAI,1699349374478,VRAI,,,,,
6549f18f72811d2ae603d25b,female,autre,VRAI,FAUX,07/10/2023,1699536870336,VRAI,1699344783361,VRAI,school,1699536870335,SA,0,
6549dd3c72811d2ae603d192,male,recherche web,FAUX,VRAI,07/10/2023,1699339580533,VRAI,1699339580533,,,,,,
65490e1f72811d2ae603cfd2,male,linkedin,FAUX,VRAI,06/10/2023,1700817417325,VRAI,1699286559917,VRAI,,1700817417322,MICRO,,
6548bdef72811d2ae603cefa,male,linkedin,FAUX,FAUX,06/10/2023,1699266216470,VRAI,1699266031550,VRAI,,,,,
6547647572811d2ae603cd0b,female,autre,FAUX,FAUX,05/10/2023,1700060346446,VRAI,1699177588981,VRAI,,1700060337799,,,
654656f272811d2ae603cbf9,female,bouche à oreille,FAUX,FAUX,04/10/2023,1700134345634,VRAI,1699108594320,VRAI,,1700131820918,,,
6545144c816ec424b04c5891,male,autre,VRAI,VRAI,03/10/2023,1699025996354,VRAI,1699025996354,,,,,,
65450aea816ec424b04c587a,female,autre,VRAI,VRAI,03/10/2023,1701185341512,VRAI,1699023594266,VRAI,,1701183300116,MICRO,,
6543c2e78bc3c608241a0552,male,bouche à oreille,FAUX,FAUX,02/10/2023,1698950537632,VRAI,1698939623693,VRAI,,,,,
6543bcca8bc3c608241a0541,female,autre,FAUX,FAUX,02/10/2023,1698939834225,VRAI,1698938058771,VRAI,,,,,
6542ba488bc3c608241a0321,male,bouche à oreille,FAUX,FAUX,01/10/2023,1700484836689,VRAI,1698871880672,VRAI,,1700484836687,,,
6541378e8bc3c608241a0058,male,bouche à oreille,VRAI,VRAI,31/010/2023,1699518531211,VRAI,1698772878066,VRAI,,1699517046532,SAS,,
65412ba8807b0265e77ec3b3,male,linkedin,FAUX,FAUX,31/010/2023,1699986724831,VRAI,1698769832835,VRAI,,1699959367501,,,
65411787807b0265e77ec37c,male,autre,VRAI,FAUX,31/010/2023,1698765020751,VRAI,1698764679493,VRAI,,,,,
653fd457807b0265e77ec087,male,bouche à oreille,FAUX,FAUX,30/010/2023,1698767615298,VRAI,1698681943012,VRAI,,1698682001144,,,
653fc4f8807b0265e77ec04d,male,bouche à oreille,VRAI,VRAI,30/010/2023,1700146919647,VRAI,1698678007950,VRAI,,1700131458011,,,
653fb276807b0265e77ec00b,male,bouche à oreille,FAUX,FAUX,30/010/2023,1699957701567,VRAI,1698673270919,VRAI,,1699956253743,SAS,,
653f89bc807b0265e77ebf83,male,bouche à oreille,VRAI,FAUX,30/010/2023,1699957620072,VRAI,1698662844519,VRAI,,1699957620069,,,
653f82bc807b0265e77ebf79,male,bouche à oreille,FAUX,FAUX,30/010/2023,1698662954253,VRAI,1698661052865,VRAI,,,,,
653f60a132b0f5614e05ce16,male,linkedin,FAUX,VRAI,30/010/2023,1700575491800,VRAI,1698652321198,VRAI,,1700575491798,,,
653defc5737ecd3f92136ac4,male,autre,VRAI,VRAI,29/010/2023,1699984798545,VRAI,1698557893704,VRAI,,1699984447095,SAS,,
653cfe0c737ecd3f921367ff,female,bouche à oreille,VRAI,VRAI,28/010/2023,1698498889990,VRAI,1698496011953,VRAI,,,,,
653b83285b0ddd07d925e5dd,female,linkedin,FAUX,VRAI,27/010/2023,1698401005747,VRAI,1698399016391,VRAI,,,,,
653ac0815b0ddd07d925e548,female,entreprise partenaire,FAUX,FAUX,26/010/2023,1698937458595,VRAI,1698349185817,VRAI,,1698936713475,,,
653abaf05b0ddd07d925e51c,male,bouche à oreille,VRAI,VRAI,26/010/2023,1698347760483,VRAI,1698347760483,VRAI,,,,,
653a7e315b0ddd07d925e4ad,female,linkedin,FAUX,FAUX,26/010/2023,1698936652958,VRAI,1698332209415,VRAI,,1698936200258,,,
653a34d95b0ddd07d925e38e,male,bouche à oreille,FAUX,FAUX,26/010/2023,1698313433893,VRAI,1698313433893,VRAI,,,,,
65392cd65b0ddd07d925e10a,male,entreprise partenaire,FAUX,FAUX,25/010/2023,1699290773134,VRAI,1698245846687,VRAI,,1699285830157,,,
6537a9d25b0ddd07d925dc39,female,autre,FAUX,FAUX,24/010/2023,1698146770823,VRAI,1698146770823,VRAI,,,,,
6537965f5b0ddd07d925dc00,male,bouche à oreille,VRAI,FAUX,24/010/2023,1699285814765,VRAI,1698141791650,VRAI,,1699285607689,,,
653795545b0ddd07d925dbf2,female,parrainage,FAUX,VRAI,24/010/2023,1701162379814,VRAI,1698141524445,VRAI,,1701162379812,SASU,,
65376c325b0ddd07d925db31,female,entreprise partenaire,VRAI,VRAI,24/010/2023,1698130994536,VRAI,1698130994536,VRAI,,,,,
653669085b0ddd07d925d86f,female,linkedin,FAUX,FAUX,23/010/2023,1698149246802,VRAI,1698064648123,VRAI,,1698139441910,,,
653655f25b0ddd07d925d7bd,female,bouche à oreille,FAUX,FAUX,23/010/2023,1701694003465,VRAI,1698059762405,VRAI,school,1701694003461,SAS,20,
65362e3f5b0ddd07d925d72e,male,autre,FAUX,FAUX,23/010/2023,1698049650626,VRAI,1698049599824,VRAI,company,,SAS,20,
653543225b0ddd07d925d5d7,female,recherche web,FAUX,FAUX,22/010/2023,1699107298765,VRAI,1697989410341,VRAI,,1699106219907,,,
65343f385b0ddd07d925d4b8,female,bouche à oreille,FAUX,FAUX,21/010/2023,1698762763755,VRAI,1697922872159,VRAI,school,,SAS,0,
6533f3895b0ddd07d925d47d,female,linkedin,FAUX,FAUX,21/010/2023,1699007092246,VRAI,1697903497144,VRAI,,1699007024076,,,
6532a1235b0ddd07d925d209,male,entreprise partenaire,FAUX,FAUX,20/010/2023,1700561675874,VRAI,1697816867725,VRAI,,1700561593092,,,
65313dd25b0ddd07d925cf47,male,bouche à oreille,VRAI,VRAI,19/010/2023,1699520295524,VRAI,1697725906224,VRAI,,1699433444269,,,
65310d1b5b0ddd07d925cf16,female,autre,FAUX,FAUX,19/010/2023,1699355481895,VRAI,1697713435731,VRAI,,1699355259123,,,
6530ebba5b0ddd07d925cee4,female,bouche à oreille,FAUX,FAUX,19/010/2023,1697709900217,VRAI,1697704889970,VRAI,school,,,0,
652f99255b0ddd07d925cc9d,male,bouche à oreille,VRAI,FAUX,18/010/2023,1699280852272,VRAI,1697618213300,VRAI,,1698917721899,SASU,,
652f7d2b5b0ddd07d925cc46,male,bouche à oreille,FAUX,FAUX,18/010/2023,1698765103617,VRAI,1697611051611,VRAI,,1698765103615,,,
652e89475b0ddd07d925cad8,male,recherche web,FAUX,FAUX,17/010/2023,1700495039964,VRAI,1697548615637,VRAI,,1700495039962,,,
652e853d5b0ddd07d925cacb,female,bouche à oreille,VRAI,FAUX,17/010/2023,1700564732339,VRAI,1697547581355,VRAI,school,1700564732318,SAS,20,
652e598b5b0ddd07d925ca49,male,autre,FAUX,FAUX,17/010/2023,1697536740174,VRAI,1697536395446,VRAI,company,,SAS,20,
652e36f25b0ddd07d925c9e5,female,autre,VRAI,VRAI,17/010/2023,1699606484195,VRAI,1697527538259,VRAI,,1699606484193,,,
652d57a15b0ddd07d925c880,female,linkedin,FAUX,FAUX,16/010/2023,1697628519004,VRAI,1697470369158,VRAI,,,,,
652c1b365b0ddd07d925c53b,male,autre,FAUX,FAUX,15/010/2023,1697393719722,VRAI,1697389366803,VRAI,,1697393691870,,,
65296f575b0ddd07d925c0b4,male,autre,VRAI,VRAI,13/010/2023,1701690118942,VRAI,1697214295384,VRAI,,1701683827869,MICRO,,
652901ff5b0ddd07d925bf39,female,autre,VRAI,FAUX,13/010/2023,1698303579951,VRAI,1697186303793,VRAI,,1698303492826,,,
6528fcf75b0ddd07d925bf13,male,linkedin,VRAI,VRAI,13/010/2023,1698400853647,VRAI,1697185015887,VRAI,,1698400852467,,,
652846955b0ddd07d925bde4,female,bouche à oreille,FAUX,FAUX,12/010/2023,1697138325013,VRAI,1697138325013,VRAI,company,,,,
6527f4cf5b0ddd07d925bd4d,male,autre,FAUX,FAUX,12/010/2023,1697120274525,VRAI,1697117391916,VRAI,,,,,
6527f3875b0ddd07d925bd4b,male,linkedin,FAUX,VRAI,12/010/2023,1698775844522,VRAI,1697117063834,VRAI,,1697634397234,MICRO,,
6527f0e85b0ddd07d925bd41,male,bouche à oreille,FAUX,VRAI,12/010/2023,1697148131785,VRAI,1697116392192,VRAI,,1697147124040,,,
6527bdaa5b0ddd07d925bcac,male,linkedin,VRAI,VRAI,12/010/2023,1697193724257,VRAI,1697103274631,VRAI,,1697186774655,,,
6526bec35b0ddd07d925b9af,male,bouche à oreille,FAUX,FAUX,11/010/2023,1698740918211,VRAI,1697038018947,VRAI,,1698740918208,,,
6526bb655b0ddd07d925b9a8,male,autre,FAUX,FAUX,11/010/2023,1697037406782,VRAI,1697037157243,VRAI,,,,,
65267a3b5b0ddd07d925b8e7,male,bouche à oreille,FAUX,FAUX,11/010/2023,1697022433302,VRAI,1697020475709,VRAI,,,,,
652672225b0ddd07d925b8c9,male,autre,VRAI,VRAI,11/010/2023,1697020981350,VRAI,1697018402699,VRAI,,,,,
65258a4a5b0ddd07d925b6df,male,bouche à oreille,VRAI,VRAI,10/010/2023,1700562419714,VRAI,1696959050910,VRAI,,1700562419710,,,
6525700e5b0ddd07d925b6c1,male,bouche à oreille,VRAI,VRAI,10/010/2023,1698134156782,VRAI,1696952334247,VRAI,,1698134156780,,,
652474f25b0ddd07d925b385,female,autre,VRAI,VRAI,09/010/2023,1696949250166,VRAI,1696888050005,VRAI,,,,,
6524155e5b0ddd07d925b1db,female,bouche à oreille,FAUX,FAUX,09/010/2023,1697618635910,VRAI,1696863582259,VRAI,school,1697618635908,ASSO,0,
6522e5385b0ddd07d925af5c,male,autre,VRAI,VRAI,08/010/2023,1700607098461,VRAI,1696785719931,VRAI,,1700607098459,,,
6521ab56d2ebbd6640a84273,male,recherche web,FAUX,FAUX,07/010/2023,1701425021919,VRAI,1696705366396,VRAI,,1701424040890,,,
65202cbad2ebbd6640a83ca4,female,bouche à oreille,FAUX,FAUX,06/010/2023,1696608548827,VRAI,1696607418609,VRAI,,,,,
651ffdd6d2ebbd6640a83c01,male,recherche web,VRAI,VRAI,06/010/2023,1696595570905,VRAI,1696595413999,VRAI,,1696595518319,,,
651fe56bd2ebbd6640a83b68,female,recherche web,VRAI,FAUX,06/010/2023,1696595449595,VRAI,1696589163189,VRAI,school,1696595449587,,,
651fbaabd2ebbd6640a83ad8,female,autre,VRAI,FAUX,06/010/2023,1696580693099,VRAI,1696578219232,VRAI,,,,,
651fb8e4d2ebbd6640a83acd,male,recherche web,FAUX,FAUX,06/010/2023,1697547542021,VRAI,1696577764893,VRAI,,1697547542017,EURL,,
651e9c90d2ebbd6640a836b1,female,autre,FAUX,FAUX,05/010/2023,1696504976719,VRAI,1696504976719,VRAI,,,,,
651e4ebdd2ebbd6640a835b0,female,autre,VRAI,FAUX,05/010/2023,1696485053194,VRAI,1696485053194,VRAI,,,,,
651d7416d2ebbd6640a8331a,male,bouche à oreille,FAUX,FAUX,04/010/2023,1696433887733,VRAI,1696429077940,VRAI,school,,ASSO,0,
651d69f5d2ebbd6640a83301,female,autre,VRAI,VRAI,04/010/2023,1696841006162,VRAI,1696426485079,VRAI,,1696841006160,,,
651d1607d2ebbd6640a83150,male,linkedin,FAUX,FAUX,04/010/2023,1697725788551,VRAI,1696404999405,VRAI,,1697725788548,,,
651d11d7d2ebbd6640a8313d,female,linkedin,FAUX,VRAI,04/010/2023,1697182991508,VRAI,1696403926995,VRAI,,1697182991506,,,
651c12b7d2ebbd6640a82d44,female,bouche à oreille,VRAI,VRAI,03/010/2023,1696345125390,VRAI,1696338615479,VRAI,,,,,
651be65ad2ebbd6640a82c4f,female,autre,FAUX,FAUX,03/010/2023,1696329886134,VRAI,1696327258521,VRAI,,,,,
651bdde1d2ebbd6640a82c0b,male,autre,FAUX,FAUX,03/010/2023,1697186323086,VRAI,1696325089800,VRAI,,1697186312740,,,
651bd1dcd2ebbd6640a82ba8,female,autre,VRAI,VRAI,03/010/2023,1697007447616,VRAI,1696322012421,VRAI,,1697007447614,,,
651bc6c6d2ebbd6640a82b56,female,bouche à oreille,FAUX,VRAI,03/010/2023,1696319173996,VRAI,1696319173996,VRAI,,,,,
651b039ed2ebbd6640a829db,male,autre,VRAI,FAUX,02/010/2023,1697092791018,VRAI,1696269214599,VRAI,,1697092614278,,,
651af61dd2ebbd6640a8296a,female,entreprise partenaire,FAUX,FAUX,02/010/2023,1696266069689,VRAI,1696265757900,VRAI,company,,SAS,20,
651ae032d2ebbd6640a8290e,female,linkedin,FAUX,FAUX,02/010/2023,1696261734350,VRAI,1696260146456,VRAI,,,,,
651adfaad2ebbd6640a82908,female,linkedin,VRAI,FAUX,02/010/2023,1697018288852,VRAI,1696260010172,VRAI,,1697016185383,SARL,,
651ac052d2ebbd6640a827cc,female,linkedin,FAUX,FAUX,02/010/2023,1696251986738,VRAI,1696251986738,VRAI,,,,,
651a7b2cd2ebbd6640a826fa,female,bouche à oreille,FAUX,FAUX,02/010/2023,1696238335539,VRAI,1696234284022,VRAI,,,,,
651a7036d2ebbd6640a826bd,male,autre,FAUX,FAUX,02/010/2023,1697107124915,VRAI,1696231478318,VRAI,,1696491309846,,,
6519e1bed2ebbd6640a825f1,female,autre,VRAI,VRAI,01/010/2023,1696341614535,VRAI,1696195005947,VRAI,,1696336295920,,,
6519116cd2ebbd6640a823e4,female,bouche à oreille,FAUX,FAUX,01/010/2023,1697968748211,VRAI,1696141676321,VRAI,,1697960855280,,,
6518783ed2ebbd6640a822cd,male,entreprise partenaire,FAUX,FAUX,30/09/2023,1696581126911,VRAI,1696102462804,VRAI,,1696581126909,,,
6517ec89d2ebbd6640a82170,male,linkedin,VRAI,FAUX,30/09/2023,1696585226163,VRAI,1696066697697,VRAI,,1696585226162,,,
6517bf5ad2ebbd6640a820fa,male,linkedin,FAUX,FAUX,30/09/2023,1696055130445,VRAI,1696055130445,VRAI,,,,,
6517267fd2ebbd6640a82020,female,autre,FAUX,FAUX,29/09/2023,1696016332246,VRAI,1696015999332,VRAI,,1696016060015,,,
65171fc5d2ebbd6640a81fde,female,autre,VRAI,VRAI,29/09/2023,1696015136795,VRAI,1696014277753,VRAI,,,,,
651705c3d2ebbd6640a81f7c,female,bouche à oreille,FAUX,FAUX,29/09/2023,1696007799338,VRAI,1696007619475,VRAI,company,,SAS,0,
6516f3b8d2ebbd6640a81eee,male,linkedin,FAUX,VRAI,29/09/2023,1696003554540,VRAI,1696003000675,VRAI,,,,,
6516f393d2ebbd6640a81eec,male,linkedin,FAUX,FAUX,29/09/2023,1696421342657,VRAI,1696002963645,VRAI,,1696421326536,,,
6516f20ad2ebbd6640a81ee6,female,autre,VRAI,VRAI,29/09/2023,1697347276818,VRAI,1696002569988,VRAI,,1697347276816,,,
6516e2e1d2ebbd6640a81e79,male,bouche à oreille,FAUX,FAUX,29/09/2023,1696000835780,VRAI,1695998689001,VRAI,,,,,
6516e124d2ebbd6640a81e6a,female,recherche web,VRAI,FAUX,29/09/2023,1695999484061,VRAI,1695998244494,VRAI,,,,,
6516d5d0d2ebbd6640a81df9,female,autre,VRAI,VRAI,29/09/2023,1695995993710,VRAI,1695995344116,VRAI,,,,,
6516d584d2ebbd6640a81df6,male,linkedin,FAUX,FAUX,29/09/2023,1695996046089,VRAI,1695995268797,VRAI,school,,MICRO,0,
6516c9a7950b955d42c72b15,male,autre,FAUX,VRAI,29/09/2023,1696263120104,VRAI,1695992231901,VRAI,,1696263120101,,,
6516c6eb950b955d42c72af2,male,linkedin,FAUX,FAUX,29/09/2023,1696252628470,VRAI,1695991531879,VRAI,,,,,
6516c62d950b955d42c72aed,male,linkedin,FAUX,FAUX,29/09/2023,1697397768480,VRAI,1695991341385,VRAI,,1697396980405,,,
6516c1e2950b955d42c72ad8,male,linkedin,FAUX,FAUX,29/09/2023,1695991639811,VRAI,1695990242864,VRAI,,,,,
6516bf02950b955d42c72acd,male,autre,VRAI,FAUX,29/09/2023,1695989582380,VRAI,1695989506444,VRAI,company,,SAS,20,
6516bc2a950b955d42c72acb,female,association partenaire,VRAI,FAUX,29/09/2023,1696920850159,VRAI,1695988778712,VRAI,school,1696920850156,ASSO,0,
6516b1b9950b955d42c72abb,male,autre,FAUX,FAUX,29/09/2023,1695990945521,VRAI,1695986105856,VRAI,,,,,
